"","State","County","Total","perPerson","percentageUnder18","percentageElderly","Awards","Applications"
"593","Indiana","Perry",351,566.951566951567,0.11965811965812,0.176638176638177,11904,34333
"594","Indiana","Fulton",357,585.434173669468,0.159663865546218,0.137254901960784,11904,34333
"595","Indiana","Whitley",360,569.444444444444,0.166666666666667,0.130555555555556,11904,34333
"596","Indiana","Owen",363,595.04132231405,0.143250688705234,0.134986225895317,11904,34333
"597","Indiana","Adams",371,592.991913746631,0.134770889487871,0.113207547169811,11904,34333
"598","Indiana","Jay",378,613.756613756614,0.161375661375661,0.116402116402116,11904,34333
"599","Indiana","Dubois",383,556.135770234987,0.112271540469974,0.135770234986945,11904,34333
"600","Indiana","Franklin",422,585.308056872038,0.116113744075829,0.149289099526066,11904,34333
"601","Indiana","Decatur",424,608.490566037736,0.158018867924528,0.141509433962264,11904,34333
"602","Indiana","Sullivan",428,642.523364485981,0.142523364485981,0.107476635514019,11904,34333
"603","Indiana","Steuben",432,733.796296296296,0.138888888888889,0.122685185185185,11904,34333
"604","Indiana","Orange",470,540.425531914894,0.104255319148936,0.182978723404255,11904,34333
"605","Indiana","Jasper",471,636.942675159236,0.193205944798301,0.106157112526539,11904,34333
"606","Indiana","Gibson",488,557.377049180328,0.15983606557377,0.129098360655738,11904,34333
"607","Indiana","Randolph",500,676,0.164,0.11,11904,34333
"608","Indiana","Boone",504,607.142857142857,0.174603174603175,0.140873015873016,11904,34333
"609","Indiana","Clinton",509,689.58742632613,0.18467583497053,0.139489194499018,11904,34333
"610","Indiana","Starke",514,544.747081712062,0.108949416342412,0.126459143968872,11904,34333
"611","Indiana","Daviess",515,603.883495145631,0.16504854368932,0.14368932038835,11904,34333
"612","Indiana","Harrison",597,603.015075376884,0.14070351758794,0.147403685092127,11904,34333
"613","Indiana","Marshall",619,596.122778675283,0.113085621970921,0.12924071082391,11904,34333
"614","Indiana","Huntington",620,603.225806451613,0.158064516129032,0.114516129032258,11904,34333
"615","Indiana","Washington",623,574.638844301766,0.131621187800963,0.152487961476726,11904,34333
"616","Indiana","Dearborn",630,611.111111111111,0.119047619047619,0.122222222222222,11904,34333
"617","Indiana","Montgomery",631,618.066561014263,0.188589540412044,0.112519809825674,11904,34333
"618","Indiana","Noble",637,612.244897959184,0.182103610675039,0.119309262166405,11904,34333
"619","Indiana","DeKalb",656,606.707317073171,0.146341463414634,0.108231707317073,11904,34333
"620","Indiana","Clay",666,630.630630630631,0.148648648648649,0.136636636636637,11904,34333
"621","Indiana","Jennings",674,611.275964391691,0.120178041543027,0.117210682492582,11904,34333
"622","Indiana","Warrick",684,577.485380116959,0.162280701754386,0.14327485380117,11904,34333
"623","Indiana","Jefferson",690,581.159420289855,0.127536231884058,0.134782608695652,11904,34333
"624","Indiana","Shelby",713,541.374474053296,0.189340813464236,0.119214586255259,11904,34333
"625","Indiana","Greene",714,603.641456582633,0.127450980392157,0.117647058823529,11904,34333
"626","Indiana","Hancock",719,620.305980528512,0.1557719054242,0.121001390820584,11904,34333
"627","Indiana","Miami",775,616.774193548387,0.16,0.110967741935484,11904,34333
"628","Indiana","Jackson",785,629.299363057325,0.146496815286624,0.122292993630573,11904,34333
"629","Indiana","Cass",786,562.34096692112,0.187022900763359,0.11323155216285,11904,34333
"630","Indiana","Scott",852,618.544600938967,0.10093896713615,0.152582159624413,11904,34333
"631","Indiana","Kosciusko",892,634.529147982063,0.163677130044843,0.121076233183857,11904,34333
"632","Indiana","Fayette",910,664.835164835165,0.116483516483516,0.123076923076923,11904,34333
"633","Indiana","Morgan",945,646.560846560847,0.131216931216931,0.121693121693122,11904,34333
"634","Indiana","Knox",954,578.616352201258,0.125786163522013,0.153039832285115,11904,34333
"635","Indiana","Hendricks",986,647.058823529412,0.176470588235294,0.139959432048682,11904,34333
"636","Indiana","Lawrence",1041,572.52641690682,0.120076849183477,0.13640730067243,11904,34333
"637","Indiana","Henry",1095,624.657534246575,0.126027397260274,0.129680365296804,11904,34333
"638","Indiana","Bartholomew",1215,600,0.159670781893004,0.126748971193416,11904,34333
"639","Indiana","Floyd",1354,579.025110782866,0.154357459379616,0.129985228951256,11904,34333
"640","Indiana","Hamilton",1704,633.802816901409,0.19424882629108,0.208333333333333,11904,34333
"641","Indiana","Johnson",1730,639.884393063584,0.222543352601156,0.130057803468208,11904,34333
"642","Indiana","Monroe",1835,617.983651226158,0.124795640326975,0.162942779291553,11904,34333
"643","Indiana","Porter",2038,604.023552502453,0.170264965652601,0.12414131501472,11904,34333
"644","Indiana","Grant",2100,614.761904761905,0.165714285714286,0.131904761904762,11904,34333
"645","Indiana","LaPorte",2166,604.339796860573,0.17590027700831,0.115881809787627,11904,34333
"646","Indiana","Wayne",2172,622.467771639042,0.144106813996317,0.123848987108656,11904,34333
"647","Indiana","Clark",2210,599.547511312217,0.150226244343891,0.161990950226244,11904,34333
"648","Indiana","Howard",2252,641.651865008881,0.151865008880995,0.114564831261101,11904,34333
"649","Indiana","Tippecanoe",2378,635.82842724979,0.223717409587889,0.0941968040370059,11904,34333
"650","Indiana","Delaware",2946,624.915139171758,0.14969450101833,0.134758995247794,11904,34333
"651","Indiana","Elkhart",2969,621.084540249242,0.201751431458403,0.13506231054227,11904,34333
"652","Indiana","Vigo",3196,605.131414267835,0.140488110137672,0.120775969962453,11904,34333
"653","Indiana","Madison",3342,622.980251346499,0.148114901256732,0.127169359664871,11904,34333
"654","Indiana","Vanderburgh",4429,585.459471664033,0.145405283359675,0.141341160532852,11904,34333
"655","Indiana","St. Joseph",5672,626.410437235543,0.191114245416079,0.144746121297602,11904,34333
"656","Indiana","Allen",8028,597.782760338814,0.183233682112606,0.153712007972098,11904,34333
"657","Indiana","Lake",12435,635.544833132288,0.176357056694813,0.161881785283474,11904,34333
"658","Indiana","Marion",26050,627.562380038388,0.20257197696737,0.150287907869482,11904,34333
"659","Iowa","Taylor",93,526.881720430108,0.172043010752688,0.225806451612903,5135,13428
"660","Iowa","Sac",97,515.463917525773,0.164948453608247,0.278350515463918,5135,13428
"661","Iowa","Clarke",134,507.462686567164,0.141791044776119,0.238805970149254,5135,13428
"662","Iowa","Emmet",146,568.493150684932,0.157534246575342,0.164383561643836,5135,13428
"663","Iowa","Winneshiek",149,523.489932885906,0.0939597315436242,0.181208053691275,5135,13428
"664","Iowa","Allamakee",150,493.333333333333,0.12,0.233333333333333,5135,13428
"665","Iowa","Kossuth",159,540.880503144654,0.106918238993711,0.157232704402516,5135,13428
"666","Iowa","Iowa",169,573.96449704142,0.124260355029586,0.171597633136095,5135,13428
"667","Iowa","Wright",171,532.163742690058,0.157894736842105,0.157894736842105,5135,13428
"668","Iowa","Butler",174,545.977011494253,0.126436781609195,0.166666666666667,5135,13428
"669","Iowa","Lucas",175,520,0.0857142857142857,0.251428571428571,5135,13428
"670","Iowa","Dickinson",179,547.486033519553,0.0893854748603352,0.156424581005587,5135,13428
"671","Iowa","Tama",181,558.011049723757,0.165745856353591,0.143646408839779,5135,13428
"672","Iowa","Decatur",191,528.795811518325,0.146596858638743,0.209424083769634,5135,13428
"673","Iowa","Keokuk",204,529.411764705882,0.0980392156862745,0.122549019607843,5135,13428
"674","Iowa","Plymouth",206,543.68932038835,0.155339805825243,0.131067961165049,5135,13428
"675","Iowa","Crawford",208,548.076923076923,0.149038461538462,0.216346153846154,5135,13428
"676","Iowa","Clay",213,629.107981220657,0.206572769953052,0.112676056338028,5135,13428
"677","Iowa","Poweshiek",214,570.093457943925,0.130841121495327,0.154205607476636,5135,13428
"678","Iowa","Clayton",220,518.181818181818,0.0818181818181818,0.177272727272727,5135,13428
"679","Iowa","Hardin",255,607.843137254902,0.168627450980392,0.145098039215686,5135,13428
"680","Iowa","Harrison",257,587.548638132296,0.1284046692607,0.136186770428016,5135,13428
"681","Iowa","Carroll",259,586.872586872587,0.11969111969112,0.131274131274131,5135,13428
"682","Iowa","Union",260,600,0.157692307692308,0.161538461538462,5135,13428
"683","Iowa","Buena Vista",264,537.878787878788,0.234848484848485,0.291666666666667,5135,13428
"684","Iowa","Buchanan",281,615.658362989324,0.142348754448399,0.153024911032028,5135,13428
"685","Iowa","Floyd",298,523.489932885906,0.171140939597315,0.114093959731544,5135,13428
"686","Iowa","Jones",303,567.656765676568,0.168316831683168,0.132013201320132,5135,13428
"687","Iowa","Henry",307,592.833876221498,0.179153094462541,0.136807817589577,5135,13428
"688","Iowa","Boone",312,628.205128205128,0.16025641025641,0.118589743589744,5135,13428
"689","Iowa","Benton",334,535.928143712575,0.104790419161677,0.149700598802395,5135,13428
"690","Iowa","Washington",340,567.647058823529,0.176470588235294,0.126470588235294,5135,13428
"691","Iowa","Jefferson",343,536.443148688047,0.116618075801749,0.311953352769679,5135,13428
"692","Iowa","Page",352,531.25,0.15625,0.176136363636364,5135,13428
"693","Iowa","Jackson",364,651.098901098901,0.167582417582418,0.0879120879120879,5135,13428
"694","Iowa","Marion",418,602.870813397129,0.131578947368421,0.155502392344498,5135,13428
"695","Iowa","Appanoose",424,544.811320754717,0.0990566037735849,0.195754716981132,5135,13428
"696","Iowa","Warren",431,587.006960556845,0.148491879350348,0.132250580046404,5135,13428
"697","Iowa","Mahaska",441,596.371882086168,0.131519274376417,0.149659863945578,5135,13428
"698","Iowa","Dallas",497,597.585513078471,0.152917505030181,0.167002012072435,5135,13428
"699","Iowa","Fayette",519,572.254335260116,0.140655105973025,0.13102119460501,5135,13428
"700","Iowa","Jasper",580,581.034482758621,0.146551724137931,0.120689655172414,5135,13428
"701","Iowa","Marshall",618,582.52427184466,0.13915857605178,0.199029126213592,5135,13428
"702","Iowa","Story",748,621.657754010695,0.195187165775401,0.131016042780749,5135,13428
"703","Iowa","Webster",766,586.161879895561,0.110966057441253,0.134464751958225,5135,13428
"704","Iowa","Cerro Gordo",815,555.828220858896,0.14601226993865,0.136196319018405,5135,13428
"705","Iowa","Muscatine",857,581.096849474912,0.152858809801634,0.144690781796966,5135,13428
"706","Iowa","Lee",895,572.067039106145,0.128491620111732,0.170949720670391,5135,13428
"707","Iowa","Des Moines",1039,614.051973051011,0.184793070259865,0.129932627526468,5135,13428
"708","Iowa","Wapello",1076,590.148698884758,0.127323420074349,0.159851301115242,5135,13428
"709","Iowa","Clinton",1100,588.181818181818,0.151818181818182,0.118181818181818,5135,13428
"710","Iowa","Dubuque",1654,586.45707376058,0.210399032648126,0.129987908101572,5135,13428
"711","Iowa","Johnson",1798,596.774193548387,0.197997775305895,0.14238042269188,5135,13428
"712","Iowa","Woodbury",1962,549.949031600408,0.147808358817533,0.184505606523955,5135,13428
"713","Iowa","Pottawattamie",2191,587.40301232314,0.147877681424007,0.110908261068005,5135,13428
"714","Iowa","Black Hawk",3244,587.237977805179,0.169543773119605,0.141183723797781,5135,13428
"715","Iowa","Linn",3962,611.3074204947,0.183745583038869,0.136547198384654,5135,13428
"716","Iowa","Scott",4020,611.940298507463,0.191044776119403,0.141044776119403,5135,13428
"717","Iowa","Polk",8133,598.057297430223,0.151973441534489,0.21886142874708,5135,13428
"718","Kansas","Harper",89,528.089887640449,0.134831460674157,0.269662921348315,4629,13105
"719","Kansas","Sherman",114,500,0.149122807017544,0.157894736842105,4629,13105
"720","Kansas","Coffey",153,627.450980392157,0.150326797385621,0.189542483660131,4629,13105
"721","Kansas","Jefferson",243,695.473251028807,0.189300411522634,0.176954732510288,4629,13105
"722","Kansas","Dickinson",295,586.440677966102,0.203389830508475,0.149152542372881,4629,13105
"723","Kansas","Seward",306,526.143790849673,0.19281045751634,0.258169934640523,4629,13105
"724","Kansas","Osage",315,615.873015873016,0.155555555555556,0.107936507936508,4629,13105
"725","Kansas","Ellis",321,517.133956386293,0.158878504672897,0.180685358255452,4629,13105
"726","Kansas","Sumner",339,569.321533923304,0.165191740412979,0.123893805309735,4629,13105
"727","Kansas","Allen",348,543.103448275862,0.146551724137931,0.117816091954023,4629,13105
"728","Kansas","Bourbon",350,560,0.134285714285714,0.185714285714286,4629,13105
"729","Kansas","Atchison",360,602.777777777778,0.211111111111111,0.130555555555556,4629,13105
"730","Kansas","Miami",382,578.534031413613,0.117801047120419,0.117801047120419,4629,13105
"731","Kansas","Neosho",384,557.291666666667,0.174479166666667,0.1640625,4629,13105
"732","Kansas","Ford",423,555.555555555556,0.205673758865248,0.224586288416076,4629,13105
"733","Kansas","Barton",468,564.102564102564,0.115384615384615,0.136752136752137,4629,13105
"734","Kansas","Franklin",485,602.061855670103,0.14020618556701,0.14020618556701,4629,13105
"735","Kansas","Harvey",521,595.009596928983,0.18042226487524,0.128598848368522,4629,13105
"736","Kansas","Finney",542,571.955719557196,0.156826568265683,0.249077490774908,4629,13105
"737","Kansas","Geary",574,590.592334494774,0.287456445993031,0.141114982578397,4629,13105
"738","Kansas","Cherokee",596,565.436241610738,0.147651006711409,0.151006711409396,4629,13105
"739","Kansas","Lyon",626,594.249201277955,0.159744408945687,0.191693290734824,4629,13105
"740","Kansas","Riley",640,604.6875,0.203125,0.134375,4629,13105
"741","Kansas","Labette",693,577.200577200577,0.15007215007215,0.112554112554113,4629,13105
"742","Kansas","Cowley",702,569.80056980057,0.123931623931624,0.17948717948718,4629,13105
"743","Kansas","Butler",811,594.327990135635,0.175092478421702,0.112207151664612,4629,13105
"744","Kansas","Leavenworth",889,586.051743532058,0.18785151856018,0.139482564679415,4629,13105
"745","Kansas","Crawford",1021,572.967678746327,0.156709108716944,0.144955925563173,4629,13105
"746","Kansas","Saline",1039,586.14051973051,0.196342637151107,0.114533205004812,4629,13105
"747","Kansas","Montgomery",1069,581.852198316183,0.123479887745557,0.145930776426567,4629,13105
"748","Kansas","Reno",1243,577.634754625905,0.158487530168946,0.146419951729686,4629,13105
"749","Kansas","Douglas",1371,607.585703865791,0.175054704595186,0.136396790663749,4629,13105
"750","Kansas","Johnson",3969,576.719576719577,0.175610985134795,0.215671453766692,4629,13105
"751","Kansas","Shawnee",4688,604.735494880546,0.220349829351536,0.118600682593857,4629,13105
"752","Kansas","Wyandotte",4878,602.091020910209,0.171176711767118,0.194956949569496,4629,13105
"753","Kansas","Sedgwick",11012,608.0639302579,0.194151834362514,0.170722847802397,4629,13105
"754","Kentucky","Robertson",99,606.060606060606,0.111111111111111,0.242424242424242,10952,32860
"755","Kentucky","Gallatin",178,584.269662921348,0.168539325842697,0.179775280898876,10952,32860
"756","Kentucky","Trimble",231,532.467532467532,0.142857142857143,0.212121212121212,10952,32860
"757","Kentucky","Crittenden",252,543.650793650794,0.0634920634920635,0.194444444444444,10952,32860
"758","Kentucky","Ballard",266,571.428571428571,0.0977443609022556,0.150375939849624,10952,32860
"759","Kentucky","Spencer",270,562.962962962963,0.140740740740741,0.177777777777778,10952,32860
"760","Kentucky","Hancock",270,585.185185185185,0.144444444444444,0.181481481481481,10952,32860
"761","Kentucky","Livingston",276,532.608695652174,0.0942028985507246,0.192028985507246,10952,32860
"762","Kentucky","Nicholas",287,592.334494773519,0.0731707317073171,0.257839721254355,10952,32860
"763","Kentucky","Bracken",321,576.323987538941,0.149532710280374,0.177570093457944,10952,32860
"764","Kentucky","Edmonson",356,514.044943820225,0.0926966292134832,0.286516853932584,10952,32860
"765","Kentucky","Todd",363,531.68044077135,0.146005509641873,0.192837465564738,10952,32860
"766","Kentucky","Owen",375,520,0.0986666666666667,0.258666666666667,10952,32860
"767","Kentucky","Cumberland",379,546.174142480211,0.0844327176781003,0.33245382585752,10952,32860
"768","Kentucky","Woodford",383,610.966057441253,0.18798955613577,0.18798955613577,10952,32860
"769","Kentucky","Washington",394,520.304568527919,0.0964467005076142,0.248730964467005,10952,32860
"770","Kentucky","Union",395,567.088607594937,0.182278481012658,0.139240506329114,10952,32860
"771","Kentucky","Trigg",404,569.306930693069,0.121287128712871,0.198019801980198,10952,32860
"772","Kentucky","Fulton",415,542.168674698795,0.125301204819277,0.204819277108434,10952,32860
"773","Kentucky","Elliott",420,602.380952380952,0.0880952380952381,0.25952380952381,10952,32860
"774","Kentucky","Anderson",427,601.873536299766,0.203747072599532,0.163934426229508,10952,32860
"775","Kentucky","Butler",447,651.006711409396,0.100671140939597,0.205816554809843,10952,32860
"776","Kentucky","Caldwell",449,572.383073496659,0.10467706013363,0.151447661469933,10952,32860
"777","Kentucky","Oldham",466,568.669527896996,0.186695278969957,0.137339055793991,10952,32860
"778","Kentucky","Webster",480,575,0.141666666666667,0.141666666666667,10952,32860
"779","Kentucky","Menifee",486,549.382716049383,0.0905349794238683,0.242798353909465,10952,32860
"780","Kentucky","Henry",488,600.409836065574,0.129098360655738,0.19672131147541,10952,32860
"781","Kentucky","Larue",491,535.641547861507,0.146639511201629,0.19755600814664,10952,32860
"782","Kentucky","Pendleton",493,582.150101419878,0.119675456389452,0.154158215010142,10952,32860
"783","Kentucky","Carroll",493,600.405679513185,0.135902636916836,0.176470588235294,10952,32860
"784","Kentucky","Simpson",500,546,0.172,0.18,10952,32860
"785","Kentucky","Green",510,562.745098039216,0.0725490196078431,0.256862745098039,10952,32860
"786","Kentucky","Meade",525,603.809523809524,0.146666666666667,0.144761904761905,10952,32860
"787","Kentucky","Metcalfe",551,551.724137931034,0.0834845735027223,0.246823956442831,10952,32860
"788","Kentucky","Bourbon",574,606.271777003484,0.149825783972125,0.179442508710801,10952,32860
"789","Kentucky","Monroe",588,568.027210884354,0.0884353741496599,0.277210884353741,10952,32860
"790","Kentucky","Garrard",608,537.828947368421,0.123355263157895,0.202302631578947,10952,32860
"791","Kentucky","Mason",620,556.451612903226,0.12741935483871,0.196774193548387,10952,32860
"792","Kentucky","Fleming",643,539.657853810264,0.0855365474339036,0.255054432348367,10952,32860
"793","Kentucky","Mercer",673,569.093610698366,0.135215453194651,0.196136701337296,10952,32860
"794","Kentucky","Harrison",703,564.722617354196,0.116642958748222,0.203413940256046,10952,32860
"795","Kentucky","Lee",703,596.01706970128,0.0981507823613087,0.229018492176387,10952,32860
"796","Kentucky","Shelby",709,551.48095909732,0.176304654442877,0.214386459802539,10952,32860
"797","Kentucky","Owsley",733,607.094133697135,0.0763983628922237,0.285129604365621,10952,32860
"798","Kentucky","Marshall",736,588.315217391304,0.11820652173913,0.13179347826087,10952,32860
"799","Kentucky","Clinton",740,552.702702702703,0.0905405405405405,0.3,10952,32860
"800","Kentucky","Breckinridge",746,544.235924932976,0.11260053619303,0.225201072386059,10952,32860
"801","Kentucky","Bath",783,551.724137931034,0.0791826309067688,0.265644955300128,10952,32860
"802","Kentucky","Allen",790,548.101265822785,0.0987341772151899,0.189873417721519,10952,32860
"803","Kentucky","Grant",799,563.204005006258,0.168961201501877,0.131414267834793,10952,32860
"804","Kentucky","Casey",815,547.239263803681,0.0920245398773006,0.278527607361963,10952,32860
"805","Kentucky","Hart",836,546.650717703349,0.0992822966507177,0.27511961722488,10952,32860
"806","Kentucky","Marion",866,580.831408775981,0.135103926096998,0.20554272517321,10952,32860
"807","Kentucky","Morgan",866,608.545034642032,0.0958429561200924,0.275981524249423,10952,32860
"808","Kentucky","Calloway",867,560.553633217993,0.145328719723183,0.169550173010381,10952,32860
"809","Kentucky","Logan",878,576.30979498861,0.133257403189066,0.209567198177677,10952,32860
"810","Kentucky","Lewis",886,560.948081264108,0.090293453724605,0.278781038374718,10952,32860
"811","Kentucky","Adair",906,551.876379690949,0.121412803532009,0.233995584988962,10952,32860
"812","Kentucky","Ohio",916,565.502183406114,0.140829694323144,0.177947598253275,10952,32860
"813","Kentucky","Powell",952,582.983193277311,0.114495798319328,0.19327731092437,10952,32860
"814","Kentucky","Leslie",955,580.104712041885,0.0963350785340314,0.268062827225131,10952,32860
"815","Kentucky","Rockcastle",1027,544.303797468354,0.103213242453749,0.262901655306719,10952,32860
"816","Kentucky","Russell",1033,551.790900290416,0.0977734753146176,0.258470474346563,10952,32860
"817","Kentucky","Scott",1058,616.257088846881,0.186200378071834,0.165406427221172,10952,32860
"818","Kentucky","Martin",1074,617.31843575419,0.100558659217877,0.190875232774674,10952,32860
"819","Kentucky","Wolfe",1108,605.595667870036,0.145306859205776,0.212996389891697,10952,32860
"820","Kentucky","Boyle",1117,595.344673231871,0.14503133393017,0.191584601611459,10952,32860
"821","Kentucky","Jackson",1133,575.463371579876,0.0776699029126214,0.275375110326567,10952,32860
"822","Kentucky","Rowan",1158,550.949913644214,0.116580310880829,0.199481865284974,10952,32860
"823","Kentucky","Nelson",1168,563.356164383562,0.174657534246575,0.153253424657534,10952,32860
"824","Kentucky","Taylor",1170,564.957264957265,0.141880341880342,0.213675213675214,10952,32860
"825","Kentucky","Estill",1175,605.106382978723,0.0731914893617021,0.234042553191489,10952,32860
"826","Kentucky","Montgomery",1193,587.594300083822,0.135792120704107,0.187761944677284,10952,32860
"827","Kentucky","Muhlenberg",1207,584.092792046396,0.112676056338028,0.191383595691798,10952,32860
"828","Kentucky","Bullitt",1213,554.82275350371,0.159109645507007,0.156636438582028,10952,32860
"829","Kentucky","Grayson",1217,555.464256368118,0.101889893179951,0.221857025472473,10952,32860
"830","Kentucky","Jessamine",1276,611.28526645768,0.192006269592476,0.174764890282132,10952,32860
"831","Kentucky","Lawrence",1277,602.975724353955,0.096319498825372,0.221613155833986,10952,32860
"832","Kentucky","Greenup",1305,582.375478927203,0.133333333333333,0.19463601532567,10952,32860
"833","Kentucky","Clark",1321,591.975775927328,0.159727479182438,0.189250567751703,10952,32860
"834","Kentucky","Knott",1344,627.232142857143,0.121279761904762,0.200892857142857,10952,32860
"835","Kentucky","Magoffin",1358,594.99263622975,0.0824742268041237,0.225331369661267,10952,32860
"836","Kentucky","Graves",1380,572.463768115942,0.142753623188406,0.16231884057971,10952,32860
"837","Kentucky","Franklin",1432,590.083798882682,0.146648044692737,0.168296089385475,10952,32860
"838","Kentucky","Lincoln",1434,566.945606694561,0.110181311018131,0.242677824267782,10952,32860
"839","Kentucky","Carter",1484,566.711590296496,0.112533692722372,0.258760107816712,10952,32860
"840","Kentucky","Henderson",1547,605.042016806723,0.151906916612799,0.138332255979315,10952,32860
"841","Kentucky","McCreary",1585,578.548895899054,0.0889589905362776,0.230283911671924,10952,32860
"842","Kentucky","Wayne",1615,572.136222910217,0.109597523219814,0.255727554179567,10952,32860
"843","Kentucky","Barren",1648,580.097087378641,0.12621359223301,0.208131067961165,10952,32860
"844","Kentucky","Boone",1660,572.89156626506,0.217469879518072,0.151807228915663,10952,32860
"845","Kentucky","Campbell",1707,605.741066198008,0.149384885764499,0.151728178090217,10952,32860
"846","Kentucky","Breathitt",1731,632.582322357019,0.102830733679954,0.202195262853842,10952,32860
"847","Kentucky","Hopkins",1802,583.240843507214,0.145394006659267,0.147613762486127,10952,32860
"848","Kentucky","Letcher",1855,588.140161725067,0.110512129380054,0.198382749326146,10952,32860
"849","Kentucky","Johnson",1860,596.774193548387,0.102688172043011,0.195161290322581,10952,32860
"850","Kentucky","McCracken",2105,570.071258907363,0.156294536817102,0.163895486935867,10952,32860
"851","Kentucky","Christian",2260,582.743362831858,0.18716814159292,0.175663716814159,10952,32860
"852","Kentucky","Boyd",2383,582.039446076374,0.14687368862778,0.158203944607637,10952,32860
"853","Kentucky","Harlan",2466,607.05596107056,0.113138686131387,0.199918896999189,10952,32860
"854","Kentucky","Perry",2612,600.689127105666,0.129785604900459,0.174961715160796,10952,32860
"855","Kentucky","Bell",2650,588.301886792453,0.102264150943396,0.220377358490566,10952,32860
"856","Kentucky","Clay",2777,620.813827871804,0.0767014764133958,0.222182211019085,10952,32860
"857","Kentucky","Knox",2854,588.297126839523,0.0939032936229853,0.240014015416959,10952,32860
"858","Kentucky","Laurel",2910,588.316151202749,0.118900343642612,0.208591065292096,10952,32860
"859","Kentucky","Madison",2923,585.699623674307,0.148135477249401,0.180294218268902,10952,32860
"860","Kentucky","Daviess",3187,552.871038594289,0.180106683401318,0.141826168810794,10952,32860
"861","Kentucky","Hardin",3309,592.626171048655,0.204895738893926,0.1441523118767,10952,32860
"862","Kentucky","Warren",3440,568.895348837209,0.152906976744186,0.212790697674419,10952,32860
"863","Kentucky","Kenton",3493,595.476667620956,0.188090466647581,0.155453764672202,10952,32860
"864","Kentucky","Floyd",3623,602.539332045266,0.125586530499586,0.162572453767596,10952,32860
"865","Kentucky","Whitley",3655,602.462380300958,0.115731874145007,0.203830369357045,10952,32860
"866","Kentucky","Pulaski",3710,558.490566037736,0.107547169811321,0.186522911051213,10952,32860
"867","Kentucky","Pike",4226,597.018457169901,0.109086606720303,0.15688594415523,10952,32860
"868","Kentucky","Fayette",6485,598.303777949113,0.183500385505012,0.204934464148034,10952,32860
"869","Kentucky","Jefferson",24242,601.971784506229,0.193960894315651,0.198787228776504,10952,32860
"870","Louisiana","Tensas",342,570.175438596491,0.111111111111111,0.327485380116959,12830,36980
"871","Louisiana","Red River",459,592.592592592593,0.167755991285403,0.209150326797386,12830,36980
"872","Louisiana","West Carroll",466,542.918454935622,0.109442060085837,0.227467811158798,12830,36980
"873","Louisiana","Caldwell",487,568.788501026694,0.158110882956879,0.229979466119097,12830,36980
"874","Louisiana","Catahoula",500,560,0.13,0.212,12830,36980
"875","Louisiana","LaSalle",500,560,0.146,0.202,12830,36980
"876","Louisiana","East Carroll",551,577.132486388385,0.168784029038113,0.277676950998185,12830,36980
"877","Louisiana","Winn",551,589.83666061706,0.156079854809437,0.199637023593466,12830,36980
"878","Louisiana","Plaquemines",573,593.368237347295,0.12739965095986,0.2478184991274,12830,36980
"879","Louisiana","Jackson",665,593.984962406015,0.162406015037594,0.231578947368421,12830,36980
"880","Louisiana","St. James",676,553.254437869822,0.211538461538462,0.235207100591716,12830,36980
"881","Louisiana","Madison",686,599.125364431487,0.215743440233236,0.189504373177843,12830,36980
"882","Louisiana","Allen",711,530.239099859353,0.0928270042194093,0.254571026722925,12830,36980
"883","Louisiana","Grant",744,577.956989247312,0.141129032258065,0.211021505376344,12830,36980
"884","Louisiana","Claiborne",763,595.019659239843,0.145478374836173,0.228047182175623,12830,36980
"885","Louisiana","West Baton Rouge",775,562.58064516129,0.185806451612903,0.229677419354839,12830,36980
"886","Louisiana","Bienville",781,573.623559539053,0.12932138284251,0.243277848911652,12830,36980
"887","Louisiana","East Feliciana",792,554.292929292929,0.113636363636364,0.273989898989899,12830,36980
"888","Louisiana","Assumption",900,588.888888888889,0.175555555555556,0.253333333333333,12830,36980
"889","Louisiana","Pointe Coupee",914,572.210065645514,0.158643326039387,0.262582056892779,12830,36980
"890","Louisiana","St. Helena",919,584.330794341676,0.14145810663765,0.255712731229597,12830,36980
"891","Louisiana","Union",920,572.826086956522,0.180434782608696,0.2,12830,36980
"892","Louisiana","Sabine",991,580.221997981836,0.143289606458123,0.210898082744702,12830,36980
"893","Louisiana","Jefferson Davis",1008,585.31746031746,0.12797619047619,0.204365079365079,12830,36980
"894","Louisiana","Beauregard",1072,582.089552238806,0.128731343283582,0.174440298507463,12830,36980
"895","Louisiana","St. Charles",1089,603.305785123967,0.208448117539027,0.158861340679523,12830,36980
"896","Louisiana","Richland",1105,542.081447963801,0.172850678733032,0.232579185520362,12830,36980
"897","Louisiana","Concordia",1144,582.167832167832,0.163461538461538,0.204545454545455,12830,36980
"898","Louisiana","Vernon",1164,592.783505154639,0.15893470790378,0.15893470790378,12830,36980
"899","Louisiana","Franklin",1192,552.852348993289,0.156879194630872,0.251677852348993,12830,36980
"900","Louisiana","De Soto",1207,599.0057995029,0.153272576636288,0.24109362054681,12830,36980
"901","Louisiana","Iberville",1230,595.121951219512,0.170731707317073,0.252032520325203,12830,36980
"902","Louisiana","Lincoln",1496,602.941176470588,0.199197860962567,0.191844919786096,12830,36980
"903","Louisiana","St. Bernard",1676,599.64200477327,0.201073985680191,0.16945107398568,12830,36980
"904","Louisiana","St. Martin",1688,561.018957345972,0.161729857819905,0.246445497630332,12830,36980
